movie_id,set_id,pair_id,label,aggregated_surprise,aggregated_surprise_all,aggregated_surprise_localized,aggregated_surprise_diagnostic_max,aggregated_surprise_diagnostic_mean,aggregated_surprise_old_all_window_max,motion_energy,condition,property,source,num_windows,differentiable_windows,active_tokens_mean,window_surprises,window_surprises_all,window_surprises_localized,diagnostic_window_flags,matched_movie_id,differentiable,not_measurable
3,O1:04,4,impossible,0.619540810585022,0.619540810585022,0.619540810585022,0.619540810585022,0.5871609350045522,0.619540810585022,0.018092259764671326,O1,O1,intphys-dev,12,6,896.0,0.619541 0.595245 0.573903 0.574642 0.583159 0.576476 0.575619 0.588241 0.577379 0.572855 0.579318 0.596786,0.619541 0.595245 0.573903 0.574642 0.583159 0.580301 0.575619 0.588241 0.577379 0.572855 0.579318 0.596786,0.619541 0.595245 0.573903 0.574642 0.583159 0.576476 0.575619 0.588241 0.577379 0.572855 0.579318 0.596786,1 1 1 1 1 1 0 0 0 0 0 0,4,True,False
3,O1:05,3,possible,0.5951768755912781,0.6253349781036377,0.5951768755912781,0.5951768755912781,0.5850358605384827,0.6253349781036377,0.015709873288869858,O1,O1,intphys-dev,12,6,938.6666666666666,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.570251 0.594932 0.583885 0.581301 0.584670 0.595177,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.566653 0.594932 0.583884 0.581301 0.584670 0.595177,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.570251 0.594932 0.583885 0.581301 0.584670 0.595177,0 0 0 0 0 0 1 1 1 1 1 1,2,True,False
2,O1:05,3,impossible,0.5986001491546631,0.6253349781036377,0.5986001491546631,0.5986001491546631,0.5856553514798483,0.6253349781036377,0.016007868573069572,O1,O1,intphys-dev,12,6,938.6666666666666,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.569522 0.598600 0.585129 0.581424 0.583928 0.595328,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.566003 0.598600 0.585129 0.581424 0.583928 0.595328,0.625335 0.596283 0.576636 0.582020 0.582563 0.581115 0.569522 0.598600 0.585129 0.581424 0.583928 0.595328,0 0 0 0 0 0 1 1 1 1 1 1,3,True,False
4,O1:05,4,possible,0.5953279733657837,0.6250112652778625,0.5953279733657837,0.5953279733657837,0.5856176614761353,0.6250112652778625,0.016281720250844955,O1,O1,intphys-dev,12,6,938.6666666666666,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.573692 0.594204 0.585129 0.581424 0.583928 0.595328,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.569481 0.594204 0.585129 0.581424 0.583928 0.595328,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.573692 0.594204 0.585129 0.581424 0.583928 0.595328,0 0 0 0 0 0 1 1 1 1 1 1,1,True,False
1,O1:05,4,impossible,0.5951768755912781,0.6250112652778625,0.5951768755912781,0.5951768755912781,0.585125207901001,0.6250112652778625,0.015983937308192253,O1,O1,intphys-dev,12,6,938.6666666666666,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.574766 0.590954 0.583885 0.581301 0.584670 0.595177,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.570509 0.590954 0.583884 0.581301 0.584670 0.595177,0.625011 0.595195 0.577517 0.581502 0.583150 0.582166 0.574766 0.590954 0.583885 0.581301 0.584670 0.595177,0 0 0 0 0 0 1 1 1 1 1 1,4,True,False
2,O1:06,2,possible,0.5833508968353271,0.6024583578109741,0.5833508968353271,0.5833508968353271,0.5747981667518616,0.6024583578109741,0.012345506809651852,O1,O1,intphys-dev,12,2,512.0,0.602458 0.589350 0.582198 0.581803 0.583351 0.566245 0.562642 0.587976 0.574707 0.575071 0.581706 0.592644,0.602458 0.589350 0.582198 0.581803 0.574367 0.574613 0.562642 0.587976 0.574707 0.575071 0.581706 0.592644,0.602458 0.589350 0.582198 0.581803 0.583351 0.566245 0.562642 0.587976 0.574707 0.575071 0.581706 0.592644,0 0 0 0 1 1 0 0 0 0 0 0,4,True,False
4,O1:06,2,impossible,0.5821124315261841,0.6024583578109741,0.5821124315261841,0.5821124315261841,0.5736597776412964,0.6024583578109741,0.012254917994141579,O1,O1,intphys-dev,12,2,512.0,0.602458 0.589350 0.582198 0.581803 0.582112 0.565207 0.565763 0.587976 0.574707 0.575071 0.581706 0.592644,0.602458 0.589350 0.582198 0.581803 0.573920 0.575694 0.565763 0.587976 0.574707 0.575071 0.581706 0.592644,0.602458 0.589350 0.582198 0.581803 0.582112 0.565207 0.565763 0.587976 0.574707 0.575071 0.581706 0.592644,0 0 0 0 1 1 0 0 0 0 0 0,2,True,False
3,O1:06,3,possible,0.5818513631820679,0.602980375289917,0.5818513631820679,0.5818513631820679,0.5744929909706116,0.602980375289917,0.011719678528606892,O1,O1,intphys-dev,12,2,512.0,0.602980 0.589991 0.582565 0.579153 0.581851 0.567135 0.562774 0.588731 0.575288 0.573933 0.582162 0.592257,0.602980 0.589991 0.582565 0.579153 0.572102 0.574928 0.562774 0.588731 0.575288 0.573933 0.582162 0.592257,0.602980 0.589991 0.582565 0.579153 0.581851 0.567135 0.562774 0.588731 0.575288 0.573933 0.582162 0.592257,0 0 0 0 1 1 0 0 0 0 0 0,1,True,False
1,O1:06,3,impossible,0.583865761756897,0.602980375289917,0.583865761756897,0.583865761756897,0.5771192908287048,0.602980375289917,0.011810344643890858,O1,O1,intphys-dev,12,2,512.0,0.602980 0.589991 0.582565 0.579153 0.583866 0.570373 0.559810 0.588731 0.575288 0.573933 0.582162 0.592257,0.602980 0.589991 0.582565 0.579153 0.572347 0.576164 0.559810 0.588731 0.575288 0.573933 0.582162 0.592257,0.602980 0.589991 0.582565 0.579153 0.583866 0.570373 0.559810 0.588731 0.575288 0.573933 0.582162 0.592257,0 0 0 0 1 1 0 0 0 0 0 0,3,True,False
1,O1:07,1,possible,0.5822474360466003,0.5675147175788879,0.5822474360466003,0.5822474360466003,0.5700623869895936,0.5675147175788879,0.0011740265181288123,O1,O1,intphys-dev,12,5,870.4,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.582247 0.565520 0.567515 0.567515 0.567515,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.565520 0.565520 0.567515 0.567515 0.567515,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.582247 0.565520 0.567515 0.567515 0.567515,0 0 0 0 0 0 0 1 1 1 1 1,2,True,False
2,O1:07,1,impossible,0.6190166473388672,0.584246039390564,0.6190166473388672,0.6190166473388672,0.5772152304649353,0.584246039390564,0.0012733876938000321,O1,O1,intphys-dev,12,5,870.4,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.619017 0.574924 0.564225 0.561576 0.566334,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.584246 0.574924 0.564225 0.561576 0.566334,0.567515 0.567515 0.567515 0.565520 0.565520 0.565520 0.565520 0.619017 0.574924 0.564225 0.561576 0.566334,0 0 0 0 0 0 0 1 1 1 1 1,1,True,False
3,O1:07,3,possible,0.5961264371871948,0.6018081307411194,0.5961264371871948,0.5961264371871948,0.5718623399734497,0.6018081307411194,0.0014715846627950668,O1,O1,intphys-dev,12,5,870.4,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.596126 0.570009 0.565266 0.561576 0.566334,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.576277 0.570009 0.565266 0.561576 0.566334,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.596126 0.570009 0.565266 0.561576 0.566334,0 0 0 0 0 0 0 1 1 1 1 1,4,True,False
4,O1:07,3,impossible,0.5895670652389526,0.6018081307411194,0.5895670652389526,0.5895670652389526,0.5684835076332092,0.6018081307411194,0.001378693850710988,O1,O1,intphys-dev,12,5,870.4,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.589567 0.558802 0.559019 0.567515 0.567515,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.572156 0.558802 0.559019 0.567515 0.567515,0.566334 0.566334 0.566334 0.565252 0.601808 0.585499 0.578889 0.589567 0.558802 0.559019 0.567515 0.567515,0 0 0 0 0 0 0 1 1 1 1 1,3,True,False
1,O1:08,1,possible,0.5871394872665405,0.5871394872665405,0.5871394872665405,0.5871394872665405,0.5669799532209124,0.5871394872665405,0.0028588047716766596,O1,O1,intphys-dev,12,7,950.8571428571429,0.581905 0.577833 0.572134 0.566348 0.567965 0.562262 0.557497 0.587139 0.569690 0.565384 0.564978 0.561910,0.581905 0.577833 0.572134 0.566348 0.567965 0.558839 0.557497 0.587139 0.569690 0.565384 0.564978 0.561910,0.581905 0.577833 0.572134 0.566348 0.567965 0.562262 0.557497 0.587139 0.569690 0.565384 0.564978 0.561910,0 0 0 0 0 1 1 1 1 1 1 1,2,True,False
2,O1:08,1,impossible,0.588936984539032,0.5889370441436768,0.588936984539032,0.588936984539032,0.5715749093464443,0.5889370441436768,0.0028653345070779324,O1,O1,intphys-dev,12,7,950.8571428571429,0.581905 0.577833 0.572134 0.566348 0.567965 0.561231 0.557439 0.587561 0.571070 0.565694 0.569093 0.588937,0.581905 0.577833 0.572134 0.566348 0.567965 0.558055 0.557439 0.587561 0.571070 0.565694 0.569093 0.588937,0.581905 0.577833 0.572134 0.566348 0.567965 0.561231 0.557439 0.587561 0.571070 0.565694 0.569093 0.588937,0 0 0 0 0 1 1 1 1 1 1 1,1,True,False
3,O1:08,3,possible,0.588936984539032,0.5889370441436768,0.588936984539032,0.588936984539032,0.5716466563088554,0.5889370441436768,0.002872223500162363,O1,O1,intphys-dev,12,7,950.8571428571429,0.582403 0.580350 0.570890 0.564740 0.567272 0.560727 0.558445 0.587561 0.571070 0.565694 0.569093 0.588937,0.582403 0.580350 0.570890 0.564740 0.567272 0.557176 0.558445 0.587561 0.571070 0.565694 0.569093 0.588937,0.582403 0.580350 0.570890 0.564740 0.567272 0.560727 0.558445 0.587561 0.571070 0.565694 0.569093 0.588937,0 0 0 0 0 1 1 1 1 1 1 1,4,True,False
4,O1:08,3,impossible,0.5871394872665405,0.5871394872665405,0.5871394872665405,0.5871394872665405,0.5667195745876857,0.5871394872665405,0.0028656639624387026,O1,O1,intphys-dev,12,7,950.8571428571429,0.582403 0.580350 0.570890 0.564740 0.567272 0.561923 0.556013 0.587139 0.569690 0.565384 0.564978 0.561910,0.582403 0.580350 0.570890 0.564740 0.567272 0.557395 0.556013 0.587139 0.569690 0.565384 0.564978 0.561910,0.582403 0.580350 0.570890 0.564740 0.567272 0.561923 0.556013 0.587139 0.569690 0.565384 0.564978 0.561910,0 0 0 0 0 1 1 1 1 1 1 1,3,True,False
2,O1:09,2,possible,0.5972539186477661,0.6241523027420044,0.5972539186477661,0.5972539186477661,0.5865397850672404,0.6241523027420044,0.015560670755803585,O1,O1,intphys-dev,12,6,1024.0,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.577467 0.597254 0.584753 0.581042 0.584450 0.594272,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.577467 0.597254 0.584753 0.581042 0.584450 0.594272,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.577467 0.597254 0.584753 0.581042 0.584450 0.594272,0 0 0 0 0 0 1 1 1 1 1 1,4,True,False
4,O1:09,2,impossible,0.6010674238204956,0.6241523027420044,0.6010674238204956,0.6010674238204956,0.5855583449204763,0.6241523027420044,0.015303235501050949,O1,O1,intphys-dev,12,6,1024.0,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.568309 0.601067 0.583731 0.580874 0.584180 0.595189,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.568309 0.601067 0.583731 0.580874 0.584180 0.595189,0.624152 0.594110 0.577767 0.576020 0.586471 0.578675 0.568309 0.601067 0.583731 0.580874 0.584180 0.595189,0 0 0 0 0 0 1 1 1 1 1 1,2,True,False
3,O1:09,3,possible,0.6007342338562012,0.6259011030197144,0.6007342338562012,0.6007342338562012,0.5851117670536041,0.6259011030197144,0.015073093585669994,O1,O1,intphys-dev,12,6,1024.0,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.565963 0.600734 0.583731 0.580874 0.584180 0.595189,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.565963 0.600734 0.583731 0.580874 0.584180 0.595189,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.565963 0.600734 0.583731 0.580874 0.584180 0.595189,0 0 0 0 0 0 1 1 1 1 1 1,1,True,False
1,O1:09,3,impossible,0.5967575311660767,0.6259011030197144,0.5967575311660767,0.5967575311660767,0.5884101092815399,0.6259011030197144,0.0153307830914855,O1,O1,intphys-dev,12,6,1024.0,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.589185 0.596758 0.584753 0.581042 0.584450 0.594272,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.589185 0.596758 0.584753 0.581042 0.584450 0.594272,0.625901 0.595448 0.578369 0.576407 0.577771 0.576345 0.589185 0.596758 0.584753 0.581042 0.584450 0.594272,0 0 0 0 0 0 1 1 1 1 1 1,3,True,False
2,O1:10,2,possible,0.5774725675582886,0.5774725675582886,0.5774725675582886,0.5774725675582886,0.5577459534009298,0.5774725675582886,0.0018454068340361118,O1,O1,intphys-dev,12,6,938.6666666666666,0.555069 0.555069 0.555069 0.553937 0.577473 0.549858 0.562365 0.552682 0.545725 0.555069 0.555069 0.555069,0.555069 0.555069 0.555069 0.553937 0.577473 0.561305 0.562365 0.552682 0.545725 0.555069 0.555069 0.555069,0.555069 0.555069 0.555069 0.553937 0.577473 0.549858 0.562365 0.552682 0.545725 0.555069 0.555069 0.555069,1 1 1 1 1 1 0 0 0 0 0 0,4,True,False
4,O1:10,2,impossible,0.5717008709907532,0.5851141214370728,0.5717008709907532,0.5717008709907532,0.5575606723626455,0.5851141214370728,0.0015906014014035463,O1,O1,intphys-dev,12,6,938.6666666666666,0.553944 0.553944 0.553944 0.555915 0.555915 0.571701 0.561233 0.552682 0.545725 0.555069 0.555069 0.555069,0.553944 0.553944 0.553944 0.555915 0.555915 0.585114 0.561233 0.552682 0.545725 0.555069 0.555069 0.555069,0.553944 0.553944 0.553944 0.555915 0.555915 0.571701 0.561233 0.552682 0.545725 0.555069 0.555069 0.555069,1 1 1 1 1 1 0 0 0 0 0 0,2,True,False
3,O1:10,3,possible,0.5559154152870178,0.5559154152870178,0.5559154152870178,0.5559154152870178,0.553855319817861,0.5559154152870178,0.0011522979475557804,O1,O1,intphys-dev,12,6,938.6666666666666,0.553944 0.553944 0.553944 0.555915 0.555915 0.549469 0.555915 0.555915 0.555915 0.553944 0.553944 0.553944,0.553944 0.553944 0.553944 0.555915 0.555915 0.555915 0.555915 0.555915 0.555915 0.553944 0.553944 0.553944,0.553944 0.553944 0.553944 0.555915 0.555915 0.549469 0.555915 0.555915 0.555915 0.553944 0.553944 0.553944,1 1 1 1 1 1 0 0 0 0 0 0,1,True,False
1,O1:10,3,impossible,0.5774725675582886,0.5774725675582886,0.5774725675582886,0.5774725675582886,0.5576751530170441,0.5774725675582886,0.001416200422681868,O1,O1,intphys-dev,12,6,938.6666666666666,0.555069 0.555069 0.555069 0.553937 0.577473 0.549433 0.544610 0.555915 0.555915 0.553944 0.553944 0.553944,0.555069 0.555069 0.555069 0.553937 0.577473 0.551985 0.544610 0.555915 0.555915 0.553944 0.553944 0.553944,0.555069 0.555069 0.555069 0.553937 0.577473 0.549433 0.544610 0.555915 0.555915 0.553944 0.553944 0.553944,1 1 1 1 1 1 0 0 0 0 0 0,3,True,False
1,O2:01,1,possible,0.614728569984436,0.614728569984436,0.614728569984436,0.614728569984436,0.5841479202111562,0.614728569984436,0.01665065810084343,O2,O2,intphys-dev,12,6,981.3333333333334,0.614729 0.591431 0.575055 0.572036 0.582101 0.569537 0.571554 0.593692 0.576160 0.577664 0.579506 0.586395,0.614729 0.591431 0.575055 0.572036 0.582101 0.571353 0.571554 0.593692 0.576160 0.577664 0.579506 0.586395,0.614729 0.591431 0.575055 0.572036 0.582101 0.569537 0.571554 0.593692 0.576160 0.577664 0.579506 0.586395,1 1 1 1 1 1 0 0 0 0 0 0,4,True,False
4,O2:01,1,impossible,0.61493319272995,0.6149331331253052,0.61493319272995,0.61493319272995,0.5843351085980734,0.6149331331253052,0.01671120710670948,O2,O2,intphys-dev,12,6,981.3333333333334,0.614933 0.591127 0.573557 0.572740 0.582385 0.571269 0.572232 0.593692 0.576160 0.577664 0.579506 0.586395,0.614933 0.591127 0.573557 0.572740 0.582385 0.574045 0.572232 0.593692 0.576160 0.577664 0.579506 0.586395,0.614933 0.591127 0.573557 0.572740 0.582385 0.571269 0.572232 0.593692 0.576160 0.577664 0.579506 0.586395,1 1 1 1 1 1 0 0 0 0 0 0,1,True,False
2,O2:01,2,possible,0.61493319272995,0.6149331331253052,0.61493319272995,0.61493319272995,0.5845800439516703,0.6149331331253052,0.016774829477071762,O2,O2,intphys-dev,12,6,981.3333333333334,0.614933 0.591127 0.573557 0.572740 0.582385 0.572739 0.573816 0.599013 0.576041 0.578794 0.579290 0.589159,0.614933 0.591127 0.573557 0.572740 0.582385 0.574984 0.573816 0.599013 0.576041 0.578794 0.579290 0.589159,0.614933 0.591127 0.573557 0.572740 0.582385 0.572739 0.573816 0.599013 0.576041 0.578794 0.579290 0.589159,1 1 1 1 1 1 0 0 0 0 0 0,3,True,False
3,O2:01,2,impossible,0.614728569984436,0.614728569984436,0.614728569984436,0.614728569984436,0.5841241975625356,0.614728569984436,0.016714196652173996,O2,O2,intphys-dev,12,6,981.3333333333334,0.614729 0.591431 0.575055 0.572036 0.582101 0.569395 0.571530 0.599013 0.576041 0.578794 0.579290 0.589159,0.614729 0.591431 0.575055 0.572036 0.582101 0.571765 0.571530 0.599013 0.576041 0.578794 0.579290 0.589159,0.614729 0.591431 0.575055 0.572036 0.582101 0.569395 0.571530 0.599013 0.576041 0.578794 0.579290 0.589159,1 1 1 1 1 1 0 0 0 0 0 0,2,True,False
